Data_type;Decoder_type;LM_type;model_ID;Reference;WER;CER;Transcript
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;tre seks otte syv femten tre hundrede og en;0.0;0.0;tre seks otte syv femten tre hundrede og en
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;efter snakken om tæppet skal børn og forældre se klokketårnet;0.3;0.08196721311475409;efter snakken om tæppet skal børne forældre se kloppetornet
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;alt hvad jeg skriver er sandt for jeg har selv fundet på det;0.2307692307692308;0.08333333333333333;alt hvad jeg skriver eg sand for jeg selv fundet på det
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;en syv seks en seksten fire hundrede og tre;0.0;0.0;en syv seks en seksten fire hundrede og tre
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;det er rart og komfortabelt;0.0;0.0;det er rart og komfortabelt
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;kunne du tiltræde jobbet hvis du fik det i morgen;0.1;0.020408163265306117;kunne du tiltræde jobbet hvis du fik det ei morgen
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;det har længe ikke været korrekt;0.16666666666666666;0.03125;det har længe ikke være korrekt
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;der er en skala af udenrigspolitiske virkemidler;0.8571428571428571;0.10416666666666667;der eren skalla er udenrigspolitisk virkemider
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;de har aldrig været for unge til et lederjob;0.2222222222222222;0.06818181818181818;de har aldrig været for unge til ledere job
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;seksten tusind fem hundrede og seksten;0.0;0.0;seksten tusind fem hundrede og seksten
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;så meget for det upolitiske;0.6;0.07407407407407407;såmmeget får det upolitiske
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;de skal beskæres hver anden uge;0.5;0.12903225806451613;de skal beskæres hved alleluge
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;gå til afspil i menu;0.4;0.05;gå til afspil imanu
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;det er lige noget der passer mig;0.0;0.0;det er lige noget der passer mig
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;derfor vil vi ikke gå i gang med nye store forslag før vi har gennemført det vi er i gang med sagde han;0.043478260869565216;0.009708737864077669;derfor vil vi ikke gå i gang med nye store forslag før vi har gennemført det vi er gang med sagde han
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;vi er efterhånden vant til at vi hurtigst muligt skal videre til næste programpunkt;0.14285714285714285;0.024096385542168683;vi her efterhånden vant til at vi hurtigst mulig skal videre til næste programpunkt
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;men det kræver at du bruger os det var meget betegnende husker en kilde;0.14285714285714285;0.028169014084507043;men det kræver at du bruger os det var meget betegnende husker end kilte
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;det er der kommet et højst usædvanligt værk ud af;0.3;0.08163265306122447;det er der kommet et højst usendvanligt verud af
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;indsæt tekst fra udklipsholder i det markerede felt;0.25;0.0784313725490196;indsat tekst fra udkriftholder i det markerede felt
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;vælg annullér alle job i køen;0.8333333333333334;0.3448275862068966;valg er nu ler job i køn
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;som seer havde jeg det storartet;0.8333333333333334;0.1875;som seere havd er det store ardet
Tue_test_split;greedy;None;Clean_original_hyper-parameters.pth;der er da et stykke tid endnu;0.42857142857142855;0.206896551724138;det er der et stykke tid nu
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;videre skal politiet have yderligere beføjelser til at gennemgå hotelgæstebøger samt telefonselskaber og kreditkortfirmaers arkiver;0.26666666666666666;0.0;videre skal politiet have yderligere beføjelser til at gennemgå hotel gæstebøger samt telefonselskaber og kreditkort firmaers arkiver
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;det er selvfølgelig ærgerligt at spændingen her i marts måned efter bare anden runde af forårssæsonen siver ud af kampen om førstepladsen;0.13636363636363635;0.08759124087591241;det er selvfølgelig ærgerligt at spændingen har i marts måned efter bare anden runde af forsanger ud af kampen om førstepladsen
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;først når den polare vinternat aftager og sollyset tiltager vil den for årstiden traditionelle nedbrydning begynde på den nordlige halvkugle;0.1;0.03571428571428571;først når den polerer vinternat aftager og sollyset tiltager med den for årstiden traditionelle nedbrydning begynde på den nordlige halvkugle
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;hans mål er at skabe landets største ejendomsselskab der både skal kunne udvikle nye idéer og drive ejendommene;0.05555555555555555;0.009009009009009007;hans mål er at skabe landets største ejendomsselskab der både skal kunne udvikle nye ideer og drive ejendommene
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;baggrunden er at museumsbestyrelsen i den udbudsrunde der slutter i morgen satser på en ren priskonkurrence;0.1875;0.018691588785046728;baggrunden er at museums bestyrelsen i den udbudsrunde for slutter i morgen satser på en ren priskonkurrence
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;de er ikke vendt mod nogen eller noget andet end ordene som vibrerer gennem lokalet på en sprød klangbund af jazz;0.047619047619047616;0.008849557522123894;de er ikke vendt mod nogen eller noget andet end ordene som vibrerer gennem lokale på en sprød klangbund af jazz
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;men ellers må vi jo indrømme at det ikke har meget med kunstverdenen at gøre;0.06666666666666668;0.03947368421052632;men ellers må vi jo indrømme at vi ikke har meget med kunstverdenen at gøre
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;det indebærer at tyve procent af bistanden og tyve procent af ulandenes statsbudgetter skal gå til sociale formål;0.1111111111111111;0.05309734513274336;det indebærer tyve procent af bistanden og tyve procent af udlandet statsbudgetter skal gå til sociale formål
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;det er for eksempel hændt at der under en messe er kommet en shaman for at hjælpe med at helbrede en eller anden;0.13043478260869565;0.0625;det er for eksempel helt at der under en masse er kommet en charmant for at hjælpe med at helbrede en eller anden
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;forsvaret vil ifølge regeringen også i årene fremover råde over godt femten milliarder kroner om året;0.0;0.0;forsvaret vil ifølge regeringen også i årene fremover råde over godt femten milliarder kroner om året
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;bestyrelsen behandler landstrænersituationen på sit ordinære møde;0.14285714285714285;0.16923076923076924;bestyrelsen behandler landsretten på sit ordinære møde
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;efter hans mening er det først og fremmest producenten som er ansvarlig for produktet;0.0;0.0;efter hans mening er det først og fremmest producenten som er ansvarlig for produktet
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;det er uretfærdigt at sådanne kåringer bliver foretaget af folk der rejser i embeds medfør;0.13333333333333333;0.07777777777777778;det er uretfærdigt at sådan kunne bliver foretaget af folk der rejser i embeds medfør
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;endelig ligger der bag spådommene også det faktum at danskerne bliver ældre og ældre;0.07142857142857142;0.08333333333333333;endelig ligger der bag sportsfolkene også det faktum at danskerne bliver ældre og ældre
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;da de kom hjem ud på natten glemte de imidlertid at fjerne vandbadet igen;0.0;0.0;da de kom hjem ud på natten glemte de imidlertid at fjerne vandbadet igen
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;jeg havde ikke set den slags dyr siden jeg for længe siden var dæksdreng i handelsflåden;0.1875;0.11363636363636365;jeg havde ikke set den slags dyre siden jeg for længe siden var væksten i handelen
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;en bil plasker gennem pytterne ude på vejen og overdøver universitetslæreren;0.3636363636363637;0.13157894736842105;en vinflasker gennem pytterne ud på vejen og overdøver universiteter
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;jeg kan med sindsro sige at jeg er overbevist om det rigtige i min beslutning;0.06666666666666668;0.012987012987012988;jeg kan med sindsro sige at jeg er overbevist om det rigtige min beslutning
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;men der findes en del haver hvor man har dem i tusindvis;0.08333333333333333;0.05357142857142857;men der findes en del haver hvor man har i tusindvis
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;omvendt er de sluppet for at give efter for krav om flere bistandsmidler;0.0;0.0;omvendt er de sluppet for at give efter for krav om flere bistandsmidler
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;han nød at kunne lytte til andre og tale frit fra leveren;0.08333333333333333;0.03508771929824561;han nød at kunne lytte til andre og tale frit for leveren
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;skattelettelser viste det sig kan blive dyre i den sidste ende;0.2727272727272727;0.12903225806451613;skattelettelse det sig kan blive dyrere i den sidste ende
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;hertil kommer et mindre antal institutioner og erhvervsvirksomheder;0.0;0.0;hertil kommer et mindre antal institutioner og erhvervsvirksomheder
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;varmen fortsætter men luftfugtigheden får den til at føles mere trykkende;0.18181818181818185;0.0821917808219178;varmen fortsætter men luftfugtigheden for den til at føles mere trygge
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;det noget skarpe klangbillede krævede tilvænning;0.3333333333333333;0.22916666666666666;det nåede skarpe krænkede krævede tilvænning
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;opfatter du dig som en succes eller som en fiasko;0.1;0.061224489795918366;opfatter du dig som en succes eller som en jacko
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;tre seks otte syv femten tre hundrede og en;0.0;0.0;tre seks otte syv femten tre hundrede og en
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;efter snakken om tæppet skal børn og forældre se klokketårnet;0.3;0.032786885245901634;efter snakken om tæppet skal børneforældre se klokketårnet
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;alt hvad jeg skriver er sandt for jeg har selv fundet på det;0.15384615384615385;0.06666666666666668;alt hvad jeg skriver et sandt for jeg selv fundet på det
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;en syv seks en seksten fire hundrede og tre;0.0;0.0;en syv seks en seksten fire hundrede og tre
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;det er rart og komfortabelt;0.0;0.0;det er rart og komfortabelt
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;kunne du tiltræde jobbet hvis du fik det i morgen;0.1;0.020408163265306117;kunne du tiltræde jobbet hvis de fik det i morgen
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;det har længe ikke været korrekt;0.16666666666666666;0.03125;det har længe ikke være korrekt
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;der er en skala af udenrigspolitiske virkemidler;0.42857142857142855;0.10416666666666667;der er en skalle er udenrigspolitisk virkemidler
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;de har aldrig været for unge til et lederjob;0.2222222222222222;0.06818181818181818;de har aldrig været for unge til ledere job
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;seksten tusind fem hundrede og seksten;0.0;0.0;seksten tusind fem hundrede og seksten
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;så meget for det upolitiske;0.2;0.037037037037037035;så meget for det politiske
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;de skal beskæres hver anden uge;0.3333333333333333;0.1935483870967742;de skal beskæres med alle uge
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;gå til afspil i menu;0.4;0.1;gå til afspille menu
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;det er lige noget der passer mig;0.0;0.0;det er lige noget der passer mig
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;derfor vil vi ikke gå i gang med nye store forslag før vi har gennemført det vi er i gang med sagde han;0.0;0.0;derfor vil vi ikke gå i gang med nye store forslag før vi har gennemført det vi er i gang med sagde han
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;vi er efterhånden vant til at vi hurtigst muligt skal videre til næste programpunkt;0.07142857142857142;0.024096385542168683;vi har efterhånden vant til at vi hurtigst muligt skal videre til næste programpunkt
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;men det kræver at du bruger os det var meget betegnende husker en kilde;0.0;0.0;men det kræver at du bruger os det var meget betegnende husker en kilde
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;det er der kommet et højst usædvanligt værk ud af;0.2;0.061224489795918366;det er der kommet et højst usædvanligt derud af
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;indsæt tekst fra udklipsholder i det markerede felt;0.25;0.17647058823529413;indsat tekst fra udgifter i det markerede felt
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;vælg annullér alle job i køen;0.6666666666666666;0.3448275862068966;vel er nu ler job i køen
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;som seer havde jeg det storartet;0.16666666666666666;0.03125;som seere havde jeg det storartet
Tue_test_split;beam;dsl_3gram.klm;Clean_original_hyper-parameters.pth;der er da et stykke tid endnu;0.42857142857142855;0.206896551724138;det er der et stykke tid nu
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;videre skal politiet have yderligere beføjelser til at gennemgå hotelgæstebøger samt telefonselskaber og kreditkortfirmaers arkiver;0.26666666666666666;0.0;videre skal politiet have yderligere beføjelser til at gennemgå hotel gæstebøger samt telefonselskaber og kreditkort firmaers arkiver
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;det er selvfølgelig ærgerligt at spændingen her i marts måned efter bare anden runde af forårssæsonen siver ud af kampen om førstepladsen;0.13636363636363635;0.08759124087591241;det er selvfølgelig ærgerligt at spændingen har i marts måned efter bare anden runde af forsanger ud af kampen om førstepladsen
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;først når den polare vinternat aftager og sollyset tiltager vil den for årstiden traditionelle nedbrydning begynde på den nordlige halvkugle;0.1;0.03571428571428571;først når den polerer vinternat aftager og sollyset tiltager med den for årstiden traditionelle nedbrydning begynde på den nordlige halvkugle
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;hans mål er at skabe landets største ejendomsselskab der både skal kunne udvikle nye idéer og drive ejendommene;0.05555555555555555;0.009009009009009007;hans mål er at skabe landets største ejendomsselskab der både skal kunne udvikle nye ideer og drive ejendommene
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;baggrunden er at museumsbestyrelsen i den udbudsrunde der slutter i morgen satser på en ren priskonkurrence;0.1875;0.018691588785046728;baggrunden er at museums bestyrelsen i den udbudsrunde for slutter i morgen satser på en ren priskonkurrence
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;de er ikke vendt mod nogen eller noget andet end ordene som vibrerer gennem lokalet på en sprød klangbund af jazz;0.047619047619047616;0.008849557522123894;de er ikke vendt mod nogen eller noget andet end ordene som vibrerer gennem lokale på en sprød klangbund af jazz
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;men ellers må vi jo indrømme at det ikke har meget med kunstverdenen at gøre;0.06666666666666668;0.03947368421052632;men ellers må vi jo indrømme at vi ikke har meget med kunstverdenen at gøre
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;det indebærer at tyve procent af bistanden og tyve procent af ulandenes statsbudgetter skal gå til sociale formål;0.1111111111111111;0.05309734513274336;det indebærer tyve procent af bistanden og tyve procent af udlandet statsbudgetter skal gå til sociale formål
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;det er for eksempel hændt at der under en messe er kommet en shaman for at hjælpe med at helbrede en eller anden;0.17391304347826084;0.07142857142857142;det er for eksempel helt at der under en masse er kommet i en charmant for at hjælpe med at helbrede en eller anden
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;forsvaret vil ifølge regeringen også i årene fremover råde over godt femten milliarder kroner om året;0.0;0.0;forsvaret vil ifølge regeringen også i årene fremover råde over godt femten milliarder kroner om året
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;bestyrelsen behandler landstrænersituationen på sit ordinære møde;0.14285714285714285;0.16923076923076924;bestyrelsen behandler landsretten på sit ordinære møde
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;efter hans mening er det først og fremmest producenten som er ansvarlig for produktet;0.0;0.0;efter hans mening er det først og fremmest producenten som er ansvarlig for produktet
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;det er uretfærdigt at sådanne kåringer bliver foretaget af folk der rejser i embeds medfør;0.13333333333333333;0.07777777777777778;det er uretfærdigt at sådan kunne bliver foretaget af folk der rejser i embeds medfør
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;endelig ligger der bag spådommene også det faktum at danskerne bliver ældre og ældre;0.07142857142857142;0.08333333333333333;endelig ligger der bag sportsfolkene også det faktum at danskerne bliver ældre og ældre
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;da de kom hjem ud på natten glemte de imidlertid at fjerne vandbadet igen;0.0;0.0;da de kom hjem ud på natten glemte de imidlertid at fjerne vandbadet igen
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;jeg havde ikke set den slags dyr siden jeg for længe siden var dæksdreng i handelsflåden;0.1875;0.11363636363636365;jeg havde ikke set den slags dyre siden jeg for længe siden var væksten i handelen
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;en bil plasker gennem pytterne ude på vejen og overdøver universitetslæreren;0.3636363636363637;0.13157894736842105;en vinflasker gennem pytterne ud på vejen og overdøver universiteter
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;jeg kan med sindsro sige at jeg er overbevist om det rigtige i min beslutning;0.06666666666666668;0.012987012987012988;jeg kan med sindsro sige at jeg er overbevist om det rigtige min beslutning
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;men der findes en del haver hvor man har dem i tusindvis;0.08333333333333333;0.05357142857142857;men der findes en del haver hvor man har i tusindvis
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;omvendt er de sluppet for at give efter for krav om flere bistandsmidler;0.0;0.0;omvendt er de sluppet for at give efter for krav om flere bistandsmidler
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;han nød at kunne lytte til andre og tale frit fra leveren;0.08333333333333333;0.03508771929824561;han nød at kunne lytte til andre og tale frit for leveren
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;skattelettelser viste det sig kan blive dyre i den sidste ende;0.2727272727272727;0.12903225806451613;skattelettelse det sig kan blive dyrere i den sidste ende
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;hertil kommer et mindre antal institutioner og erhvervsvirksomheder;0.0;0.0;hertil kommer et mindre antal institutioner og erhvervsvirksomheder
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;varmen fortsætter men luftfugtigheden får den til at føles mere trykkende;0.09090909090909093;0.0684931506849315;varmen fortsætter men luftfugtigheden får den til at føles mere trygge
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;det noget skarpe klangbillede krævede tilvænning;0.3333333333333333;0.22916666666666666;det nåede skarpe krænkede krævede tilvænning
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;opfatter du dig som en succes eller som en fiasko;0.1;0.061224489795918366;opfatter du dig som en succes eller som en jacko
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;tre seks otte syv femten tre hundrede og en;0.0;0.0;tre seks otte syv femten tre hundrede og en
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;efter snakken om tæppet skal børn og forældre se klokketårnet;0.3;0.032786885245901634;efter snakken om tæppet skal børneforældre se klokketårnet
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;alt hvad jeg skriver er sandt for jeg har selv fundet på det;0.15384615384615385;0.06666666666666668;alt hvad jeg skriver et sandt for jeg selv fundet på det
Tue_test_split;beam;dsl_5gram.klm;Clean_original_hyper-parameters.pth;en syv seks en seksten fire hundrede og tre;0.0;0.0;en syv seks en seksten fire hundrede og tre
